HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
Altay,Ad. Demirspor,1,3,A,0.0,1.0,A,17.0,15.0,8.0,7.0,10.0,10.0,7.0,4.0,0.0,2.0,0.0,0.0
Konyaspor,Rizespor,3,0,H,1.0,0.0,H,14.0,26.0,5.0,4.0,16.0,8.0,2.0,5.0,2.0,1.0,0.0,0.0
Galatasaray,Fenerbahce,1,2,A,1.0,1.0,D,14.0,10.0,4.0,6.0,13.0,17.0,4.0,1.0,4.0,5.0,0.0,1.0
Kayserispor,Goztep,1,1,D,1.0,0.0,H,16.0,8.0,3.0,2.0,19.0,11.0,4.0,2.0,4.0,2.0,0.0,0.0
Trabzonspor,Gaziantep,3,0,H,3.0,0.0,H,11.0,25.0,5.0,5.0,6.0,16.0,2.0,12.0,0.0,4.0,0.0,0.0
Ad. Demirspor,Kasimpasa,0,0,D,0.0,0.0,D,12.0,13.0,1.0,4.0,8.0,11.0,8.0,8.0,2.0,3.0,0.0,0.0
Buyuksehyr,Altay,0,0,D,0.0,0.0,D,20.0,6.0,7.0,0.0,14.0,6.0,7.0,1.0,2.0,2.0,0.0,0.0
Antalyaspor,Alanyaspor,3,0,H,1.0,0.0,H,18.0,8.0,5.0,1.0,9.0,6.0,2.0,1.0,1.0,3.0,0.0,1.0
Rizespor,Kayserispor,1,0,H,0.0,0.0,D,9.0,12.0,3.0,1.0,12.0,13.0,5.0,5.0,0.0,1.0,0.0,0.0
Besiktas,Giresunspor,0,4,A,0.0,1.0,A,13.0,12.0,4.0,7.0,9.0,10.0,8.0,3.0,1.0,0.0,1.0,0.0
Gaziantep,Konyaspor,3,2,H,1.0,1.0,D,20.0,13.0,5.0,8.0,12.0,10.0,5.0,6.0,4.0,2.0,0.0,0.0
Karagumruk,Trabzonspor,0,2,A,0.0,1.0,A,17.0,9.0,2.0,2.0,8.0,13.0,4.0,0.0,1.0,2.0,0.0,0.0
Sivasspor,Hatayspor,4,0,H,2.0,0.0,H,15.0,2.0,8.0,0.0,15.0,9.0,4.0,2.0,1.0,3.0,0.0,1.0
Yeni Malatyaspor,Galatasaray,0,0,D,0.0,0.0,D,7.0,13.0,2.0,2.0,8.0,13.0,4.0,7.0,5.0,2.0,0.0,0.0
Goztep,Fenerbahce,1,1,D,1.0,0.0,H,12.0,4.0,2.0,2.0,9.0,14.0,6.0,3.0,2.0,6.0,0.0,1.0
Kasimpasa,Besiktas,1,1,D,0.0,1.0,A,8.0,14.0,4.0,6.0,13.0,16.0,8.0,6.0,3.0,3.0,0.0,0.0
Alanyaspor,Sivasspor,0,1,A,0.0,0.0,D,9.0,10.0,1.0,2.0,15.0,14.0,5.0,5.0,2.0,3.0,0.0,1.0
Trabzonspor,Ad. Demirspor,2,0,H,1.0,0.0,H,5.0,18.0,3.0,4.0,6.0,10.0,2.0,7.0,0.0,1.0,0.0,0.0
Galatasaray,Altay,2,2,D,1.0,1.0,D,24.0,13.0,7.0,6.0,9.0,12.0,12.0,7.0,2.0,4.0,0.0,0.0
Kayserispor,Antalyaspor,2,0,H,2.0,0.0,H,2.0,24.0,2.0,5.0,10.0,12.0,1.0,11.0,6.0,4.0,2.0,0.0
Giresunspor,Karagumruk,3,1,H,0.0,1.0,A,15.0,6.0,9.0,2.0,7.0,9.0,7.0,1.0,1.0,1.0,0.0,0.0
Hatayspor,Buyuksehyr,0,3,A,0.0,3.0,A,5.0,16.0,2.0,9.0,10.0,5.0,5.0,7.0,2.0,0.0,0.0,0.0
Fenerbahce,Rizespor,4,0,H,1.0,0.0,H,16.0,4.0,8.0,1.0,22.0,9.0,5.0,3.0,1.0,1.0,0.0,0.0
Goztep,Gaziantep,2,1,H,2.0,0.0,H,11.0,15.0,4.0,2.0,13.0,11.0,7.0,3.0,5.0,3.0,1.0,0.0
Konyaspor,Yeni Malatyaspor,0,0,D,0.0,0.0,D,17.0,8.0,5.0,4.0,12.0,9.0,4.0,2.0,2.0,2.0,0.0,0.0
